names,Wikipedia  Names,Position,Joined Congress,ODU-WSDL,CSPAN,TweetCongress,Github,REMARK,congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
mike johnson,Mike Johnson ,Rep,03-Jan-17,RepMikeJohnson,RepMikeJohnson,RepMikeJohnson,RepMikeJohnson,,116,House,21727,45,4,LA,200,,,"JOHNSON, Mike",J000299,1972,,0.56,0.01,-113.38939,0.85864,744,45,,0.546,0.032
mike kelly,Mike Kelly ,Rep,03-Jan-11,MikeKellyPA,MikeKellyPA,MikeKellyPA,MikeKellyPA,,116,House,21167,14,16,PA,200,,,"KELLY, Mike",K000376,1948,,0.37,0.409,-131.31185,0.84597,785,62,,0.457,0.159
mike levin,Mike Levin ,Rep,03-Jan-19,RepMikeLevin,RepMikeLevin,RepMikeLevin,RepMikeLevin,,116,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.372,0.191,-20.86377,0.9746,811,7,,-0.353,0.124
mike quigley,Mike Quigley ,Rep,07-Apr-09,RepMikeQuigley,RepMikeQuigley,RepMikeQuigley,RepMikeQuigley,,116,House,20954,21,5,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.322,-0.266,-19.45975,0.97582,795,6,,-0.387,-0.087
mike rogers,Mike Rogers ,Rep,03-Jan-03,RepMikeRogersAL,RepMikeRogersAL,RepMikeRogersAL,RepMikeRogersAL,,116,House,20301,41,3,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.361,0.462,-166.79338,0.80364,763,69,,0.52,0.388
mike simpson,Mike Simpson ,Rep,03-Jan-99,CongMikeSimpson,CongMikeSimpson,CongMikeSimpson,CongMikeSimpson,,116,House,29910,63,2,ID,200,,,"SIMPSON, Mike",S001148,1950,,0.301,0.287,-178.77579,0.79328,772,67,,0.332,0.282
mike thompson,Mike Thompson ,Rep,03-Jan-99,RepThompson,RepThompson,RepThompson,RepThompson,,116,House,29901,71,5,CA,100,,,"THOMPSON, Mike",T000460,1951,,-0.394,0.064,-37.30396,0.9541,794,18,,-0.441,0.414
mike turner,Mike Turner ,Rep,03-Jan-13,RepMikeTurner,RepMikeTurner,RepMikeTurner,RepMikeTurner,,116,House,20342,24,10,OH,200,,,"TURNER, Mike",T000463,1960,,0.275,0.216,-109.3588,0.87208,799,36,,0.307,0.259
mikie sherrill,Mikie Sherrill ,Rep,03-Jan-19,RepSherrill,RepSherrill,RepSherrill,RepSherrill,,116,House,21964,12,11,NJ,100,,,"SHERRILL, Mikie",S001207,1972,,-0.208,0.269,-70.93712,0.91585,807,30,,-0.184,0.241
mo brooks,Mo Brooks ,Rep,03-Jan-11,RepMoBrooks,RepMoBrooks,RepMoBrooks,RepMoBrooks,,116,House,21193,41,5,AL,200,,,"BROOKS, Mo",B001274,1954,,0.652,-0.417,-140.71682,0.83962,805,57,,0.772,-0.337
morgan griffith,Morgan Griffith ,Rep,03-Jan-11,RepMGriffith,RepMGriffith,RepMGriffith,RepMGriffith,,116,House,21191,40,9,VA,200,,,"GRIFFITH, Morgan",G000568,1958,,0.532,-0.395,-180.82218,0.79309,780,77,,0.563,-0.363
nancy pelosi,Nancy Pelosi ,Rep,02-Jun-87,SpeakerPelosi,SpeakerPelosi,SpeakerPelosi,SpeakerPelosi,,116,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.203,-1.13521,0.98344,68,0,,-0.399,0.23
nanette barragan,Nanette Barragan ,Rep,03-Jan-17,RepBarragan,RepBarragan,RepBarragan,RepBarragan,,116,House,21703,71,44,CA,100,,,"Barragan, Nanette Diaz",B001300,1976,,-0.516,-0.032,-21.78363,0.97307,798,12,,-0.492,-0.486
neal dunn,Neal Dunn ,Rep,03-Jan-17,drnealdunnfl2,drnealdunnfl2,drnealdunnfl2,drnealdunnfl2,,116,House,21714,43,2,FL,200,,,"DUNN, Neal",D000628,1953,,0.507,0.351,-124.34236,0.84778,753,56,,0.547,0.173
nita lowey,Nita Lowey ,Rep,03-Jan-89,NitaLowey,NitaLowey,NitaLowey,NitaLowey,,116,House,15612,13,17,NY,100,,,"LOWEY, Nita",L000480,1937,,-0.389,-0.152,-17.18646,0.97853,792,6,,-0.391,0.058
norma torres,Norma Torres ,Rep,03-Jan-15,NormaJTorres,NormaJTorres,NormaJTorres,NormaJTorres,,116,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.365,0.046,-32.85739,0.95976,800,12,,-0.395,0.075
nydia velazquez,Nydia Velazquez ,Rep,03-Jan-13,NydiaVelazquez,NydiaVelazquez,NydiaVelazquez,NydiaVelazquez,,116,House,29378,13,7,NY,100,,,"Velazquez, Nydia",V000081,1953,,-0.547,-0.343,-16.01008,0.98009,796,6,,-0.478,-0.58
patrick mchenry,Patrick McHenry ,Rep,03-Jan-05,PatrickMcHenry,PatrickMcHenry,PatrickMcHenry,PatrickMcHenry,,116,House,20522,47,10,NC,200,,,"McHENRY, Patrick T.",M001156,1975,,0.533,0.114,-148.46198,0.82041,750,58,,0.415,0.084
paul cook,Paul Cook ,Rep,03-Jan-13,RepPaulCook,RepPaulCook,RepPaulCook,RepPaulCook,,116,House,21305,71,8,CA,200,,,"COOK, Paul",C001094,1943,,0.372,0.208,-106.11394,0.87064,766,43,,0.323,0.37
paul gosar,Paul Gosar ,Rep,03-Jan-11,RepGosar,RepGosar,RepGosar,RepGosar,,116,House,21103,61,4,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.697,-0.476,-108.52501,0.86595,754,36,,0.919,-0.395
paul mitchell,Paul Mitchell ,Rep,03-Jan-17,RepPaulMitchell,RepPaulMitchell,RepPaulMitchell,RepPaulMitchell,,116,House,21737,23,10,MI,200,,,"MITCHELL, Paul",M001201,1961,,0.422,0.311,-106.11067,0.86741,746,43,,0.421,0.286
paul tonko,Paul Tonko ,Rep,03-Jan-13,RepPaulTonko,RepPaulTonko,RepPaulTonko,RepPaulTonko,,116,House,20934,13,20,NY,100,,,"TONKO, Paul",T000469,1949,,-0.421,-0.263,-19.1189,0.97621,794,10,,-0.361,-0.405
pete aguilar,Pete Aguilar ,Rep,03-Jan-15,reppeteaguilar,reppeteaguilar,reppeteaguilar,reppeteaguilar,,116,House,21506,71,31,CA,100,,,"AGUILAR, Pete",A000371,1979,,-0.297,0.137,-48.78782,0.94112,804,19,,-0.443,0.395
pete olson,Pete Olson ,Rep,03-Jan-09,RepPeteOlson,RepPeteOlson,RepPeteOlson,RepPeteOlson,,116,House,20948,49,22,TX,200,,,"OLSON, Pete",O000168,1962,,0.548,0.308,-97.94453,0.88099,773,41,,0.587,0.301
pete stauber,Pete Stauber ,Rep,03-Jan-19,RepPeteStauber,RepPeteStauber,RepPeteStauber,RepPeteStauber,,116,House,21969,33,8,MN,200,,,"STAUBER, Pete",S001212,1966,,0.346,-0.007,-147.68471,0.83181,802,68,,0.288,0.163
pete visclosky,Pete Visclosky ,Rep,03-Jan-85,RepVisclosky,RepVisclosky,RepVisclosky,RepVisclosky,,116,House,15124,22,1,IN,100,,,"VISCLOSKY, Pete",V000108,1949,,-0.402,0.244,-25.35942,0.96899,805,5,,-0.453,0.212
peter defazio,Peter DeFazio ,Rep,03-Jan-87,RepPeterDeFazio,RepPeterDeFazio,RepPeterDeFazio,RepPeterDeFazio,,116,House,15410,72,4,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947,,-0.427,-0.002,-60.42615,0.92509,776,19,,-0.316,-0.342
peter king,Peter T. King,Rep,03-Jan-93,RepPeteKing,RepPeteKing,RepPeteKing,RepPeteKing,,116,House,29375,13,2,NY,200,,,"KING, Peter T.",K000210,1944,,0.259,-0.03,-156.98659,0.82121,797,57,,0.253,0.007
peter welch,Peter Welch ,Rep,03-Jan-07,PeterWelch,PeterWelch,PeterWelch,PeterWelch,,116,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.407,-0.356,-23.09416,0.97108,787,10,,-0.53,-0.324
phil roe,Phil Roe ,Rep,03-Jan-09,DrPhilRoe,DrPhilRoe,DrPhilRoe,DrPhilRoe,,116,House,20947,54,1,TN,200,,,"ROE, Phil",R000582,1945,,0.486,0.024,-95.09914,0.88577,784,39,,0.459,0.127
pramila jayapal,Pramila Jayapal ,Rep,03-Jan-17,RepJayapal,RepJayapal,RepJayapal,RepJayapal,,116,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.671,-0.365,-40.01821,0.95144,804,14,,-0.504,-0.824
raja krishnamoorthi,Raja Krishnamoorthi ,Rep,03-Jan-17,congressmanraja,congressmanraja,congressmanraja,congressmanraja,,116,House,21730,21,8,IL,100,,,"KRISHNAMOORTHI, Raja",K000391,1973,,-0.317,-0.048,-32.13587,0.96101,808,13,,-0.359,0.152
ralph abraham,Ralph Abraham ,Rep,03-Jan-15,RepAbraham,RepAbraham,RepAbraham,RepAbraham,,116,House,21522,45,5,LA,200,,,"ABRAHAM, Ralph",A000374,1954,,0.541,0.257,-62.96669,0.87964,491,29,,0.607,0.154
ralph norman,Ralph Norman ,Rep,20-Jun-17,RepRalphNorman,RepRalphNorman,RepRalphNorman,RepRalphNorman,,116,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.853,-0.353,-92.51154,0.88829,781,38,,0.822,-0.184
randy weber,Randy Weber ,Rep,03-Jan-13,TXRandy14,TXRandy14,TXRandy14,TXRandy14,,116,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.732,0.021,-103.84624,0.87383,770,45,,0.728,-0.032
rashida tlaib,Rashida Tlaib ,Rep,03-Jan-19,RepRashida,RepRashida,RepRashida,RepRashida,,116,House,21975,23,13,MI,100,,,"TLAIB, Rashida",T000481,1976,,-0.262,-0.965,-47.90301,0.94223,805,22,,-0.255,-0.967
raul ruiz,Raul Ruiz ,Rep,03-Jan-13,CongressmanRuiz,CongressmanRuiz,CongressmanRuiz,CongressmanRuiz,,116,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.247,0.057,-42.26318,0.94922,811,18,,-0.392,0.219
raal grijalva,Raal Grijalva ,Rep,03-Jan-03,RepraulGrijalva,RepraulGrijalva,RepraulGrijalva,RepraulGrijalva,,116,House,20305,61,3,AZ,100,,,"GRIJALVA, Raal",G000551,1948,,-0.598,-0.255,-23.16044,0.97037,770,9,,-0.594,-0.543
richard hudson,Richard Hudson ,Rep,03-Jan-13,RepRichHudson,RepRichHudson,RepRichHudson,RepRichHudson,,116,House,21346,47,8,NC,200,,,"HUDSON, Richard",H001067,1971,,0.534,0.16,-122.75309,0.84846,747,49,,0.481,0.111
richard neal,Richard Neal ,Rep,03-Jan-89,RepRichardNeal,RepRichardNeal,RepRichardNeal,RepRichardNeal,,116,House,15616,3,1,MA,100,,,"NEAL, Richard Edmund",N000015,1949,,-0.417,-0.106,-11.38391,0.98584,798,3,,-0.432,-0.087
rick crawford,Rick Crawford ,Rep,03-Jan-11,RepRickCrawford,RepRickCrawford,RepRickCrawford,RepRickCrawford,,116,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.446,0.425,-81.69131,0.89628,746,32,,0.508,0.518
rick larsen,Rick Larsen ,Rep,03-Jan-01,RepRickLarsen,RepRickLarsen,RepRickLarsen,RepRickLarsen,,116,House,20145,73,2,WA,100,,,"LARSEN, Rick",L000560,1965,,-0.364,0.185,-39.20835,0.95252,806,10,,-0.374,0.122
rick allen,Rick W. Allen,Rep,03-Jan-15,reprickallen,reprickallen,reprickallen,reprickallen,,116,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.696,0.213,-90.72909,0.89304,802,39,,0.756,0.355
ro khanna,Ro Khanna ,Rep,03-Jan-17,RepRoKhanna,RepRoKhanna,RepRoKhanna,RepRoKhanna,,116,House,21728,71,17,CA,100,,,"KHANNA, Ro",K000389,1976,,-0.526,-0.267,-42.71125,0.94857,809,14,,-0.323,-0.665
rob bishop,Rob Bishop ,Rep,03-Jan-03,RepRobBishop,RepRobBishop,RepRobBishop,RepRobBishop,,116,House,20357,67,1,UT,200,,,"BISHOP, Rob",B001250,1951,,0.537,0.105,-137.88969,0.83287,754,63,,0.573,0.028
rob wittman,Rob Wittman ,Rep,11-Dec-07,RobWittman,RobWittman,RobWittman,RobWittman,,116,House,20756,40,1,VA,200,,,"WITTMAN, Rob",W000804,1959,,0.446,0.006,-132.72027,0.848,805,55,,0.528,0.142
rob woodall,Rob Woodall ,Rep,03-Jan-11,RepRobWoodall,RepRobWoodall,RepRobWoodall,RepRobWoodall,,116,House,21122,44,7,GA,200,,,"WOODALL, Rob",W000810,1970,,0.593,-0.173,-143.25698,0.83623,801,64,,0.501,0.112
robert aderholt,Robert Aderholt ,Rep,03-Jan-97,Robert_Aderholt,Robert_Aderholt,Robert_Aderholt,Robert_Aderholt,,116,House,29701,41,4,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.383,0.571,-117.05132,0.85674,757,42,,0.449,0.499
robin kelly,Robin Kelly ,Rep,11-Apr-13,RepRobinKelly,RepRobinKelly,RepRobinKelly,RepRobinKelly,,116,House,21371,21,2,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.463,-0.013,-23.28813,0.97159,808,10,,-0.445,0.029
rodney davis,Rodney Davis ,Rep,03-Jan-13,RodneyDavis,RodneyDavis,RodneyDavis,RodneyDavis,,116,House,21328,21,13,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.279,0.17,-127.61099,0.85066,789,47,,0.234,0.341
roger marshall,Roger Marshall ,Rep,03-Jan-17,RepMarshall,RepMarshall,RepMarshall,RepMarshall,,116,House,21734,32,1,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960,,0.576,0.226,-122.44047,0.85351,773,57,,0.546,0.091
roger williams,Roger Williams ,Rep,03-Jan-13,RepRWilliams,RepRWilliams,RepRWilliams,RepRWilliams,,116,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.586,0.131,-107.54966,0.87272,790,44,,0.565,0.095
ron estes,Ron Estes ,Rep,25-Apr-17,RepRonEstes,RepRonEstes,RepRonEstes,RepRonEstes,,116,House,21750,32,4,KS,200,,,"ESTES, Ron",E000298,1956,,0.643,0.009,-100.45054,0.88172,798,45,,0.622,0.087
ron kind,Ron Kind ,Rep,03-Jan-97,RepRonKind,RepRonKind,RepRonKind,RepRonKind,,116,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.26,-0.08,-67.15408,0.91781,783,24,,-0.261,0.178
ron wright,Ron Wright ,Rep,03-Jan-19,RepRonWright,RepRonWright,RepRonWright,RepRonWright,,116,House,21984,49,6,TX,200,,,"WRIGHT, Ron",W000827,1953,2021,0.711,-0.09,-67.09875,0.89632,613,24,,0.709,-0.095
rosa delauro,Rosa DeLauro ,Rep,03-Jan-91,RosaDeLauro,RosaDeLauro,RosaDeLauro,RosaDeLauro,,116,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.415,-0.118,-19.57197,0.97541,786,7,,-0.378,-0.042
ross spano,Ross Spano ,Rep,03-Jan-19,RepRossSpano,RepRossSpano,RepRossSpano,RepRossSpano,,116,House,21967,43,15,FL,200,,,"SPANO, Ross",S001210,1966,,0.462,0.009,-113.84357,0.86564,789,39,,0.462,0.003
ruben gallego,Ruben Gallego ,Rep,03-Jan-15,RepRubenGallego,RepRubenGallego,RepRubenGallego,RepRubenGallego,,116,House,21502,61,7,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.447,0.036,-20.9756,0.97406,798,11,,-0.431,0.046
russ fulcher,Russ Fulcher ,Rep,03-Jan-19,RepRussFulcher,RepRussFulcher,RepRussFulcher,RepRussFulcher,,116,House,21920,63,1,ID,200,,,"FULCHER, Russ",F000469,1962,,0.64,-0.01,-97.7495,0.88512,801,40,,0.628,0.036
salud carbajal,Salud Carbajal ,Rep,03-Jan-17,RepCarbajal,RepCarbajal,RepCarbajal,RepCarbajal,,116,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.299,0.102,-17.6916,0.97842,811,4,,-0.357,0.077
sam graves,Sam Graves ,Rep,03-Jan-01,RepSamGraves,RepSamGraves,RepSamGraves,RepSamGraves,,116,House,20124,34,6,MO,200,,,"GRAVES, Sam",G000546,1963,,0.442,0.198,-117.87124,0.86139,790,51,,0.518,0.4
sanford bishop,Sanford Bishop ,Rep,03-Jan-93,SanfordBishop,SanfordBishop,SanfordBishop,SanfordBishop,,116,House,29339,44,2,GA,100,,,"BISHOP, Sanford",B000490,1947,,-0.283,0.457,-57.71756,0.92989,794,29,,-0.338,0.281
scott desjarlais,Scott DesJarlais ,Rep,03-Jan-11,DesJarlaisTN04,DesJarlaisTN04,DesJarlaisTN04,DesJarlaisTN04,,116,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.578,-0.062,-97.95774,0.88141,776,45,,0.562,0.005
scott perry,Scott Perry ,Rep,03-Jan-13,RepScottPerry,RepScottPerry,RepScottPerry,RepScottPerry,,116,House,21356,14,10,PA,200,,,"PERRY, Scott",P000605,1962,,0.671,-0.44,-167.05158,0.8094,790,94,,0.582,-0.304
scott peters,Scott Peters ,Rep,03-Jan-13,RepScottPeters,RepScottPeters,RepScottPeters,RepScottPeters,,116,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.184,-0.029,-60.81467,0.926,791,24,,-0.227,0.179
scott tipton,Scott Tipton ,Rep,03-Jan-11,RepTipton,RepTipton,RepTipton,RepTipton,,116,House,21111,62,3,CO,200,,,"TIPTON, Scott",T000470,1956,,0.451,-0.023,-127.84774,0.85366,808,51,,0.445,0
sean casten,Sean Casten ,Rep,03-Jan-19,RepCasten,RepCasten,RepCasten,RepCasten,,116,House,21906,21,6,IL,100,,,"CASTEN, Sean",C001117,1971,,-0.675,0.574,-41.88014,0.94961,810,10,,-0.402,0.253
sean duffy,Sean Duffy ,Rep,03-Jan-11,RepSeanDuffy,RepSeanDuffy,RepSeanDuffy,RepSeanDuffy,,116,House,21189,25,7,WI,200,,,"DUFFY, Sean",D000614,1971,,0.511,-0.109,-100.93909,0.79459,439,46,,0.515,0.012
sean maloney,Sean Patrick Maloney,Rep,03-Jan-13,RepSeanMaloney,RepSeanMaloney,RepSeanMaloney,RepSeanMaloney,,116,House,21344,13,18,NY,100,,,"MALONEY, Sean Patrick",M001185,1966,,-0.239,0.114,-41.57777,0.9496,804,19,,-0.312,0.384
seth moulton,Seth Moulton ,Rep,03-Jan-15,sethmoulton,sethmoulton,teammoulton,teammoulton,sethmoulton(CSPAN) teammoulton(REST),116,House,21525,3,6,MA,100,,,"MOULTON, Seth",M001196,1978,,-0.281,-0.057,-70.19086,0.90748,723,27,,-0.231,0.185
sharice davids,Sharice Davids ,Rep,03-Jan-19,RepDavids,RepDavids,RepDavids,RepDavids,,116,House,21914,32,3,KS,100,,,"DAVIDS, Sharice",D000629,1980,,-0.263,0.237,-57.82694,0.93085,807,24,,-0.25,0.206
sheila lee,Sheila Jackson Lee,Rep,03-Jan-95,JacksonLeeTX18,JacksonLeeTX18,JacksonLeeTX18,JacksonLeeTX18,,116,House,29573,49,18,TX,100,,,"LEE, Sheila",J000032,1950,,-0.46,0.125,-21.51402,0.97337,797,10,,-0.558,-0.065
stacey plaskett,Stacey Plaskett ,Rep,03-Jan-15,staceyplaskett,staceyplaskett,staceyplaskett,staceyplaskett,,116,House,21994,96,1,VI,100,,,"PLASKETT, Stacey",P000610,1966,,-0.349,0.417,-11.41575,0.93855,180,5,,-0.327,0.219
steny hoyer,Steny Hoyer ,Rep,19-May-81,LeaderHoyer,LeaderHoyer,LeaderHoyer,LeaderHoyer,,116,House,14873,52,5,MD,100,,,"HOYER, Steny Hamilton",H000874,1939,,-0.38,0.119,-16.4788,0.97954,797,3,,-0.383,0.155
stephanie murphy,Stephanie Murphy ,Rep,03-Jan-17,RepStephMurphy,RepStephMurphy,RepStephMurphy,RepStephMurphy,,116,House,21738,43,7,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.161,0.123,-85.71652,0.89935,808,32,,-0.177,0.246
stephen lynch,Stephen F. Lynch,Rep,16-Oct-01,RepStephenLynch,RepStephenLynch,RepStephenLynch,RepStephenLynch,,116,House,20119,3,8,MA,100,,,"LYNCH, Stephen F.",L000562,1955,,-0.349,0.038,-32.88784,0.95992,804,10,,-0.302,-0.029
steve chabot,Steve Chabot ,Rep,03-Jan-11,RepSteveChabot,RepSteveChabot,RepSteveChabot,RepSteveChabot,,116,House,29550,24,1,OH,200,,,"CHABOT, Steve",C000266,1953,,0.542,-0.137,-102.55393,0.88121,811,35,,0.493,0.232
steve cohen,Steve Cohen ,Rep,03-Jan-07,RepCohen,RepCohen,RepCohen,RepCohen,,116,House,20748,54,9,TN,100,,,"COHEN, Steve",C001068,1949,,-0.397,-0.351,-26.35813,0.96739,795,11,,-0.406,-0.253
steve king,Steve King ,Rep,03-Jan-03,SteveKingIA,SteveKingIA,SteveKingIA,SteveKingIA,,116,House,20325,31,4,IA,200,,,"KING, Steve",K000362,1949,,0.613,0.171,-190.61697,0.77372,743,87,,0.583,-0.184
steve scalise,Steve Scalise ,Rep,03-May-08,SteveScalise,SteveScalise,SteveScalise,SteveScalise,,116,House,20759,45,1,LA,200,,,"SCALISE, Steve",S001176,1965,,0.556,0.169,-84.19372,0.90022,801,36,,0.577,0.298
steve stivers,Steve Stivers ,Rep,03-Jan-11,RepSteveStivers,RepSteveStivers,RepSteveStivers,RepSteveStivers,,116,House,21163,24,15,OH,200,,,"STIVERS, Steve",S001187,1965,,0.3,0.269,-127.19868,0.84645,763,56,,0.304,0.271
steve watkins,Steve Watkins ,Rep,03-Jan-19,Rep_Watkins,Rep_Watkins,Rep_Watkins,Rep_Watkins,,116,House,21982,32,2,KS,200,,,"WATKINS, Steve",W000824,1976,,0.549,0.079,-114.0218,0.86747,802,52,,0.549,0.079
steve womack,Steve Womack ,Rep,03-Jan-11,Rep_SteveWomack,Rep_SteveWomack,Rep_SteveWomack,Rep_SteveWomack,,116,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.352,0.586,-70.44087,0.91681,811,28,,0.382,0.599
steven horsford,Steven Horsford ,Rep,03-Jan-19,RepHorsford,RepHorsford,RepHorsford,RepHorsford,,116,House,21339,65,4,NV,100,,,"HORSFORD, Steven",H001066,1973,,-0.35,0.112,-48.06991,0.94189,803,21,,-0.393,0.331
steven palazzo,Steven Palazzo ,Rep,03-Jan-11,CongPalazzo,CongPalazzo,CongPalazzo,CongPalazzo,,116,House,21148,46,4,MS,200,,,"PALAZZO, Steven",P000601,1970,,0.535,0.45,-91.96745,0.88617,761,45,,0.601,0.459
susan brooks,Susan Brooks ,Rep,03-Jan-13,SusanWBrooks,SusanWBrooks,SusanWBrooks,SusanWBrooks,,116,House,21331,22,5,IN,200,,,"BROOKS, Susan",B001284,1960,,0.352,0.217,-134.01795,0.8412,775,65,,0.326,0.176
susan davis,Susan Davis ,Rep,03-Jan-01,RepSusanDavis,RepSusanDavis,RepSusanDavis,RepSusanDavis,,116,House,20108,71,53,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-15.76482,0.98049,800,4,,-0.341,-0.007
susan wild,Susan Wild ,Rep,27-Nov-18,RepSusanWild,RepSusanWild,RepSusanWild,RepSusanWild,,116,House,21763,14,7,PA,100,,,"WILD, Susan",W000826,1957,,-0.269,0.337,-68.807,0.91798,804,30,,-0.365,0.641
susie lee,Susie Lee ,Rep,03-Jan-19,RepSusieLee,RepSusieLee,RepSusieLee,RepSusieLee,,116,House,21938,65,3,NV,100,,,"LEE, Susie",L000590,1966,,-0.266,0.347,-47.81543,0.94261,809,18,,-0.308,0.436
suzan delbene,Suzan DelBene ,Rep,13-Nov-12,RepDelBene,RepDelBene,RepDelBene,RepDelBene,,116,House,31101,73,1,WA,100,,,"DelBENE, Suzan",D000617,1962,,-0.286,-0.202,-19.53691,0.97611,808,2,,-0.353,-0.178
suzanne bonamici,Suzanne Bonamici ,Rep,31-Jan-12,RepBonamici,RepBonamici,RepBonamici,RepBonamici,,116,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.395,-0.411,-18.0992,0.9779,810,6,,-0.448,-0.437
sylvia garcia,Sylvia Garcia ,Rep,03-Jan-19,RepSylviaGarcia,RepSylviaGarcia,RepSylviaGarcia,RepSylviaGarcia,,116,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950,,-0.819,0.483,-48.4334,0.94203,811,14,,-0.726,0.555
ted budd,Ted Budd ,Rep,03-Jan-17,RepTedBudd,RepTedBudd,RepTedBudd,RepTedBudd,,116,House,21708,47,13,NC,200,,,"BUDD, Ted",B001305,1971,,0.634,-0.077,-115.48848,0.86463,794,52,,0.659,-0.132
ted deutch,Ted Deutch ,Rep,13-Apr-10,RepTedDeutch,RepTedDeutch,RepTedDeutch,RepTedDeutch,,116,House,20959,43,22,FL,100,,,"DEUTCH, Ted",D000610,1966,,-0.401,-0.078,-19.78731,0.97511,785,5,,-0.394,0.062
ted lieu,Ted Lieu ,Rep,03-Jan-15,RepTedLieu,RepTedLieu,RepTedLieu,RepTedLieu,,116,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.376,-0.248,-25.29923,0.96784,774,8,,-0.592,-0.169
ted yoho,Ted Yoho ,Rep,03-Jan-13,RepTedYoho,RepTedYoho,RepTedYoho,RepTedYoho,,116,House,21317,43,3,FL,200,,,"YOHO, Ted",Y000065,1955,,0.704,-0.365,-131.16793,0.83387,722,57,,0.715,-0.336
terri sewell,Terri Sewell ,Rep,03-Jan-11,RepTerriSewell,RepTerriSewell,RepTerriSewell,RepTerriSewell,,116,House,21102,41,7,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.393,0.398,-28.41563,0.96463,789,11,,-0.43,0.384
thomas massie,Thomas Massie ,Rep,13-Nov-12,RepThomasMassie,RepThomasMassie,RepThomasMassie,RepThomasMassie,,116,House,31102,51,4,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.679,-0.734,-237.19584,0.7395,786,101,,0.919,-0.395
thomas suozzi,Thomas Suozzi ,Rep,03-Jan-17,RepTomSuozzi,RepTomSuozzi,RepTomSuozzi,RepTomSuozzi,,116,House,21747,13,3,NY,100,,,"SUOZZI, Thomas",S001201,1962,,-0.219,0.087,-54.4867,0.93424,801,22,,-0.293,0.285
tim burchett,Tim Burchett ,Rep,03-Jan-19,RepTimBurchett,RepTimBurchett,RepTimBurchett,RepTimBurchett,,116,House,21905,54,2,TN,200,,,"BURCHETT, Tim",B001309,1964,,0.665,-0.332,-142.39163,0.83676,799,55,,0.678,-0.311
tim ryan,Tim Ryan ,Rep,03-Jan-03,RepTimRyan,RepTimRyan,RepTimRyan,RepTimRyan,,116,House,20343,24,13,OH,100,,,"RYAN, Tim",R000577,1973,,-0.402,0.208,-19.77598,0.97039,658,9,,-0.363,0.037
tim walberg,Tim Walberg ,Rep,03-Jan-11,RepWalberg,RepWalberg,RepWalberg,RepWalberg,,116,House,20725,23,7,MI,200,,,"WALBERG, Tim",W000798,1951,,0.51,0.104,-100.08006,0.88241,800,38,,0.464,0.242
tj cox,TJ Cox ,Rep,03-Jan-19,RepTjCox,RepTjCox,RepTjCox,RepTjCox,,116,House,21909,71,21,CA,100,,,"COX, TJ",C001124,1963,,-0.343,0.478,-48.50115,0.94117,800,14,,-0.344,0.479
